Time started: 2026-02-10 10:16:47.200429
Vendor: IBM
Backend: ibm_pittsburgh
Problems: ['Bernstein-Vazirani']

problem,num_qubits,shots,end_time,time_ms,usage_estimation,results,metadata,error_data
Bernstein-Vazirani,6,1024,2026-02-10T15:35:27.539Z,7332.697,2.187006238,"{'10101': 951, '00101': 11, '00001': 2, '10001': 20, '10100': 14, '11101': 4, '00000': 2, '10111': 16, '00100': 1, '10000': 1, '10011': 1, '10110': 1}",Secret number: 10101,"{'q72': {'T1': 0.00027638302748742065, 'T2': 0.00045126305153520864, 'readout_error': 0.002197265625}, 'q55': {'T1': 0.00031918378274550774, 'T2': 0.00036779462753775566, 'readout_error': 0.0023193359375}, 'q74': {'T1': 0.0001429783348236107, 'T2': 0.0001981055372209431, 'readout_error': 0.002685546875}, 'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q79': {'T1': 0.00032079506723493243, 'T2': 0.00043084832668176633, 'readout_error': 0.0023193359375}, 'q73': {'T1': 0.0003543131842778996, 'T2': 3.8607643095032445e-05, 'readout_error': 0.002685546875}}"
Bernstein-Vazirani,6,1024,2026-02-10T15:35:42.770Z,8286.675,2.187006238,"{'10110': 942, '00000': 4, '00110': 12, '10111': 26, '10011': 1, '10010': 19, '10100': 14, '11110': 4, '00100': 1, '00010': 1}",Secret number: 10110,"{'q55': {'T1': 0.00031918378274550774, 'T2': 0.00036779462753775566, 'readout_error': 0.0023193359375}, 'q72': {'T1': 0.00027638302748742065, 'T2': 0.00045126305153520864, 'readout_error': 0.002197265625}, 'q74': {'T1': 0.0001429783348236107, 'T2': 0.0001981055372209431, 'readout_error': 0.002685546875}, 'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q79': {'T1': 0.00032079506723493243, 'T2': 0.00043084832668176633, 'readout_error': 0.0023193359375}, 'q73': {'T1': 0.0003543131842778996, 'T2': 3.8607643095032445e-05, 'readout_error': 0.002685546875}}"
Bernstein-Vazirani,6,1024,2026-02-10T15:35:57.011Z,7454.679,2.348954488,"{'00110': 956, '00010': 13, '00100': 14, '01110': 13, '10110': 18, '00000': 5, '00111': 5}",Secret number: 00110,"{'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q79': {'T1': 0.00032079506723493243, 'T2': 0.00043084832668176633, 'readout_error': 0.0023193359375}, 'q72': {'T1': 0.00027638302748742065, 'T2': 0.00045126305153520864, 'readout_error': 0.002197265625}, 'q12': {'T1': 0.00022450278854727006, 'T2': 0.0002341901341773684, 'readout_error': 0.0015869140625}, 'q55': {'T1': 0.00031918378274550774, 'T2': 0.00036779462753775566, 'readout_error': 0.0023193359375}, 'q73': {'T1': 0.0003543131842778996, 'T2': 3.8607643095032445e-05, 'readout_error': 0.002685546875}}"
Bernstein-Vazirani,8,1024,2026-02-10T15:36:12.914Z,8939.474,2.315839053,"{'0011011': 918, '0000000': 4, '0011010': 28, '0011001': 12, '0010010': 3, '0011111': 33, '0010110': 1, '0001011': 6, '0010011': 13, '0001001': 4, '0111011': 1, '1011011': 1}",Secret number: 0011011,"{'q93': {'T1': 0.0002558562040375388, 'T2': 0.00018235746732416942, 'readout_error': 0.0028076171875}, 'q72': {'T1': 0.00027638302748742065, 'T2': 0.00045126305153520864, 'readout_error': 0.002197265625}, 'q55': {'T1': 0.00031918378274550774, 'T2': 0.00036779462753775566, 'readout_error': 0.0023193359375}, 'q79': {'T1': 0.00032079506723493243, 'T2': 0.00043084832668176633, 'readout_error': 0.0023193359375}, 'q74': {'T1': 0.0001429783348236107, 'T2': 0.0001981055372209431, 'readout_error': 0.002685546875}, 'q12': {'T1': 0.00022450278854727006, 'T2': 0.0002341901341773684, 'readout_error': 0.0015869140625}, 'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q73': {'T1': 0.0003543131842778996, 'T2': 3.8607643095032445e-05, 'readout_error': 0.002685546875}}"
Bernstein-Vazirani,8,1024,2026-02-10T15:36:29.272Z,9048.301,2.128069436,"{'1001110': 889, '0001110': 28, '1001100': 35, '1001010': 21, '1011110': 8, '0000000': 3, '1001111': 2, '0000110': 3, '1000010': 2, '1000110': 12, '0000010': 1, '1101110': 5, '0010010': 1, '0001100': 8, '0000100': 1, '0001010': 2, '1001000': 1, '1011010': 1, '0101100': 1}",Secret number: 1001110,"{'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q93': {'T1': 0.0002558562040375388, 'T2': 0.00018235746732416942, 'readout_error': 0.0028076171875}, 'q72': {'T1': 0.00027638302748742065, 'T2': 0.00045126305153520864, 'readout_error': 0.002197265625}, 'q74': {'T1': 0.0001429783348236107, 'T2': 0.0001981055372209431, 'readout_error': 0.002685546875}, 'q55': {'T1': 0.00031918378274550774, 'T2': 0.00036779462753775566, 'readout_error': 0.0023193359375}, 'q12': {'T1': 0.00022450278854727006, 'T2': 0.0002341901341773684, 'readout_error': 0.0015869140625}, 'q79': {'T1': 0.00032079506723493243, 'T2': 0.00043084832668176633, 'readout_error': 0.0023193359375}, 'q73': {'T1': 0.0003543131842778996, 'T2': 3.8607643095032445e-05, 'readout_error': 0.002685546875}}"
Bernstein-Vazirani,8,1024,2026-02-10T15:36:42.438Z,5759.455,,"{'0111011': 853, '0110011': 15, '0101001': 13, '0011011': 15, '0111010': 14, '0100001': 10, '1111011': 19, '0111001': 27, '0000011': 4, '0100000': 4, '0110010': 1, '0010001': 3, '0010011': 2, '0111111': 11, '0100011': 1, '0101011': 12, '0111000': 3, '0011001': 3, '0001011': 4, '0000000': 2, '0011010': 2, '0000001': 2, '0001000': 1, '1011001': 1, '1111010': 1, '1101011': 1}",Secret number: 0111011,"{'q75': {'T1': 0.0003875109117570436, 'T2': 0.0005081939071231572, 'readout_error': 0.002685546875}, 'q93': {'T1': 0.0002558562040375388, 'T2': 0.00018235746732416942, 'readout_error': 0.0028076171875}, 'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q72': {'T1': 0.00027638302748742065, 'T2': 0.00045126305153520864, 'readout_error': 0.002197265625}, 'q79': {'T1': 0.00032079506723493243, 'T2': 0.00043084832668176633, 'readout_error': 0.0023193359375}, 'q74': {'T1': 0.0001429783348236107, 'T2': 0.0001981055372209431, 'readout_error': 0.002685546875}, 'q55': {'T1': 0.00031918378274550774, 'T2': 0.00036779462753775566, 'readout_error': 0.0023193359375}, 'q73': {'T1': 0.0003543131842778996, 'T2': 3.8607643095032445e-05, 'readout_error': 0.002685546875}}"
Bernstein-Vazirani,8,1024,2026-02-10T15:36:55.592Z,5845.454,2.091054499,"{'0010110': 20, '0010111': 915, '0000000': 1, '0010011': 17, '0010101': 15, '0010010': 17, '0000001': 1, '0110111': 5, '0000111': 10, '0011111': 15, '0011011': 1, '0110101': 1, '0000011': 1, '0000101': 2, '0010100': 1, '1010110': 1, '0111111': 1}",Secret number: 0010111,"{'q93': {'T1': 0.0002558562040375388, 'T2': 0.00018235746732416942, 'readout_error': 0.0028076171875}, 'q72': {'T1': 0.00027638302748742065, 'T2': 0.00045126305153520864, 'readout_error': 0.002197265625}, 'q79': {'T1': 0.00032079506723493243, 'T2': 0.00043084832668176633, 'readout_error': 0.0023193359375}, 'q55': {'T1': 0.00031918378274550774, 'T2': 0.00036779462753775566, 'readout_error': 0.0023193359375}, 'q74': {'T1': 0.0001429783348236107, 'T2': 0.0001981055372209431, 'readout_error': 0.002685546875}, 'q12': {'T1': 0.00022450278854727006, 'T2': 0.0002341901341773684, 'readout_error': 0.0015869140625}, 'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q73': {'T1': 0.0003543131842778996, 'T2': 3.8607643095032445e-05, 'readout_error': 0.002685546875}}"
Bernstein-Vazirani,8,1024,2026-02-10T15:37:08.160Z,5287.319,2.187006238,"{'0100110': 930, '0000000': 4, '0100010': 12, '0100100': 14, '0110110': 25, '0110010': 1, '0000110': 15, '0101110': 4, '0100111': 10, '1100110': 3, '0100000': 2, '0000100': 1, '0110111': 1, '0000010': 1, '0000111': 1}",Secret number: 0100110,"{'q12': {'T1': 0.00022450278854727006, 'T2': 0.0002341901341773684, 'readout_error': 0.0015869140625}, 'q72': {'T1': 0.00027638302748742065, 'T2': 0.00045126305153520864, 'readout_error': 0.002197265625}, 'q74': {'T1': 0.0001429783348236107, 'T2': 0.0001981055372209431, 'readout_error': 0.002685546875}, 'q143': {'T1': 0.00024098390633202812, 'T2': 0.0003403071653251344, 'readout_error': 0.001953125}, 'q55': {'T1': 0.00031918378274550774, 'T2': 0.00036779462753775566, 'readout_error': 0.0023193359375}, 'q79': {'T1': 0.00032079506723493243, 'T2': 0.00043084832668176633, 'readout_error': 0.0023193359375}, 'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q73': {'T1': 0.0003543131842778996, 'T2': 3.8607643095032445e-05, 'readout_error': 0.002685546875}}"
Bernstein-Vazirani,8,1024,2026-02-10T15:37:20.480Z,4798.101,2.315839053,"{'0101101': 913, '0101001': 12, '0100001': 7, '0101100': 28, '0101111': 24, '0000010': 1, '0100101': 8, '0000000': 3, '0001101': 14, '0000001': 5, '0001001': 2, '0001100': 1, '0100000': 4, '0101011': 1, '0000101': 1}",Secret number: 0101101,"{'q93': {'T1': 0.0002558562040375388, 'T2': 0.00018235746732416942, 'readout_error': 0.0028076171875}, 'q55': {'T1': 0.00031918378274550774, 'T2': 0.00036779462753775566, 'readout_error': 0.0023193359375}, 'q72': {'T1': 0.00027638302748742065, 'T2': 0.00045126305153520864, 'readout_error': 0.002197265625}, 'q74': {'T1': 0.0001429783348236107, 'T2': 0.0001981055372209431, 'readout_error': 0.002685546875}, 'q12': {'T1': 0.00022450278854727006, 'T2': 0.0002341901341773684, 'readout_error': 0.0015869140625}, 'q79': {'T1': 0.00032079506723493243, 'T2': 0.00043084832668176633, 'readout_error': 0.0023193359375}, 'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q73': {'T1': 0.0003543131842778996, 'T2': 3.8607643095032445e-05, 'readout_error': 0.002685546875}}"
Bernstein-Vazirani,8,1024,2026-02-10T15:37:32.741Z,4918.696,2.315839053,"{'0101011': 904, '0101001': 10, '0100011': 7, '0001011': 41, '0101010': 14, '0000001': 6, '0111011': 20, '0000000': 1, '1101011': 3, '0100010': 1, '0100001': 2, '0001001': 6, '0011001': 1, '0001000': 2, '0000010': 1, '0101000': 1, '0111001': 2, '0011011': 1, '0101111': 1}",Secret number: 0101011,"{'q72': {'T1': 0.00027638302748742065, 'T2': 0.00045126305153520864, 'readout_error': 0.002197265625}, 'q73': {'T1': 0.0003543131842778996, 'T2': 3.8607643095032445e-05, 'readout_error': 0.002685546875}, 'q12': {'T1': 0.00022450278854727006, 'T2': 0.0002341901341773684, 'readout_error': 0.0015869140625}, 'q74': {'T1': 0.0001429783348236107, 'T2': 0.0001981055372209431, 'readout_error': 0.002685546875}, 'q55': {'T1': 0.00031918378274550774, 'T2': 0.00036779462753775566, 'readout_error': 0.0023193359375}, 'q93': {'T1': 0.0002558562040375388, 'T2': 0.00018235746732416942, 'readout_error': 0.0028076171875}, 'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q79': {'T1': 0.00032079506723493243, 'T2': 0.00043084832668176633, 'readout_error': 0.0023193359375}}"
Bernstein-Vazirani,8,1024,2026-02-10T15:37:45.162Z,4971.571,2.315839053,"{'0011111': 851, '0000011': 4, '0011101': 9, '1011111': 32, '0000000': 3, '0010111': 12, '0011110': 43, '0011011': 22, '0011010': 13, '0011100': 1, '1011011': 1, '0001111': 14, '0001101': 8, '0000101': 1, '0111111': 2, '1001111': 2, '0000111': 1, '0010110': 1, '0000100': 1, '0011000': 1, '0001011': 1, '1000011': 1}",Secret number: 0011111,"{'q93': {'T1': 0.0002558562040375388, 'T2': 0.00018235746732416942, 'readout_error': 0.0028076171875}, 'q75': {'T1': 0.0003875109117570436, 'T2': 0.0005081939071231572, 'readout_error': 0.002685546875}, 'q79': {'T1': 0.00032079506723493243, 'T2': 0.00043084832668176633, 'readout_error': 0.0023193359375}, 'q72': {'T1': 0.00027638302748742065, 'T2': 0.00045126305153520864, 'readout_error': 0.002197265625}, 'q74': {'T1': 0.0001429783348236107, 'T2': 0.0001981055372209431, 'readout_error': 0.002685546875}, 'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q55': {'T1': 0.00031918378274550774, 'T2': 0.00036779462753775566, 'readout_error': 0.0023193359375}, 'q73': {'T1': 0.0003543131842778996, 'T2': 3.8607643095032445e-05, 'readout_error': 0.002685546875}}"
Bernstein-Vazirani,8,1024,2026-02-10T15:37:57.977Z,5475.561,,"{'1110010': 905, '0010010': 6, '0110010': 7, '1110110': 27, '1010010': 14, '1110000': 27, '1010000': 4, '0100010': 6, '0100000': 1, '0000010': 3, '1100010': 14, '1111010': 3, '1110011': 4, '1110100': 1, '1000010': 2}",Secret number: 1110010,"{'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q93': {'T1': 0.0002558562040375388, 'T2': 0.00018235746732416942, 'readout_error': 0.0028076171875}, 'q55': {'T1': 0.00031918378274550774, 'T2': 0.00036779462753775566, 'readout_error': 0.0023193359375}, 'q12': {'T1': 0.00022450278854727006, 'T2': 0.0002341901341773684, 'readout_error': 0.0015869140625}, 'q72': {'T1': 0.00027638302748742065, 'T2': 0.00045126305153520864, 'readout_error': 0.002197265625}, 'q79': {'T1': 0.00032079506723493243, 'T2': 0.00043084832668176633, 'readout_error': 0.0023193359375}, 'q74': {'T1': 0.0001429783348236107, 'T2': 0.0001981055372209431, 'readout_error': 0.002685546875}, 'q73': {'T1': 0.0003543131842778996, 'T2': 3.8607643095032445e-05, 'readout_error': 0.002685546875}}"
Bernstein-Vazirani,8,1024,2026-02-10T15:38:10.368Z,5119.822,2.128069436,"{'1100110': 891, '0100110': 25, '0100101': 1, '1100100': 34, '1100111': 10, '1101110': 7, '1100010': 11, '1110110': 14, '1000110': 8, '0000000': 2, '0000110': 2, '0000010': 1, '1110010': 1, '0100100': 12, '0000100': 1, '1000010': 2, '0001110': 1, '1100000': 1}",Secret number: 1100110,"{'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q93': {'T1': 0.0002558562040375388, 'T2': 0.00018235746732416942, 'readout_error': 0.0028076171875}, 'q72': {'T1': 0.00027638302748742065, 'T2': 0.00045126305153520864, 'readout_error': 0.002197265625}, 'q12': {'T1': 0.00022450278854727006, 'T2': 0.0002341901341773684, 'readout_error': 0.0015869140625}, 'q55': {'T1': 0.00031918378274550774, 'T2': 0.00036779462753775566, 'readout_error': 0.0023193359375}, 'q74': {'T1': 0.0001429783348236107, 'T2': 0.0001981055372209431, 'readout_error': 0.002685546875}, 'q79': {'T1': 0.00032079506723493243, 'T2': 0.00043084832668176633, 'readout_error': 0.0023193359375}, 'q73': {'T1': 0.0003543131842778996, 'T2': 3.8607643095032445e-05, 'readout_error': 0.002685546875}}"
Bernstein-Vazirani,8,1024,2026-02-10T15:38:22.508Z,4689.796,,"{'1110110': 847, '0110010': 6, '1100100': 24, '1110010': 10, '1111110': 6, '1100110': 10, '1110100': 41, '1010100': 3, '0000010': 3, '0110110': 19, '1110111': 31, '0000000': 3, '1100101': 1, '1010110': 10, '0100000': 2, '0110000': 2, '1110000': 1, '0010000': 1, '0000110': 2, '1000100': 1, '0010110': 1}",Secret number: 1110110,"{'q55': {'T1': 0.00031918378274550774, 'T2': 0.00036779462753775566, 'readout_error': 0.0023193359375}, 'q93': {'T1': 0.0002558562040375388, 'T2': 0.00018235746732416942, 'readout_error': 0.0028076171875}, 'q75': {'T1': 0.0003875109117570436, 'T2': 0.0005081939071231572, 'readout_error': 0.002685546875}, 'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q79': {'T1': 0.00032079506723493243, 'T2': 0.00043084832668176633, 'readout_error': 0.0023193359375}, 'q72': {'T1': 0.00027638302748742065, 'T2': 0.00045126305153520864, 'readout_error': 0.002197265625}, 'q74': {'T1': 0.0001429783348236107, 'T2': 0.0001981055372209431, 'readout_error': 0.002685546875}, 'q73': {'T1': 0.0003543131842778996, 'T2': 3.8607643095032445e-05, 'readout_error': 0.002685546875}}"
Bernstein-Vazirani,8,1024,2026-02-10T15:38:34.919Z,5032.948,,"{'0000111': 20, '0100111': 916, '0110111': 30, '0101110': 1, '0100011': 27, '0100110': 6, '0000011': 7, '0110011': 1, '0100010': 2, '1100111': 2, '0100101': 6, '0000001': 2, '0101111': 2, '0010000': 1, '0000000': 1}",Secret number: 0100111,"{'q72': {'T1': 0.00027638302748742065, 'T2': 0.00045126305153520864, 'readout_error': 0.002197265625}, 'q74': {'T1': 0.0001429783348236107, 'T2': 0.0001981055372209431, 'readout_error': 0.002685546875}, 'q93': {'T1': 0.0002558562040375388, 'T2': 0.00018235746732416942, 'readout_error': 0.0028076171875}, 'q12': {'T1': 0.00022450278854727006, 'T2': 0.0002341901341773684, 'readout_error': 0.0015869140625}, 'q55': {'T1': 0.00031918378274550774, 'T2': 0.00036779462753775566, 'readout_error': 0.0023193359375}, 'q73': {'T1': 0.0003543131842778996, 'T2': 3.8607643095032445e-05, 'readout_error': 0.002685546875}, 'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q79': {'T1': 0.00032079506723493243, 'T2': 0.00043084832668176633, 'readout_error': 0.0023193359375}}"
Bernstein-Vazirani,8,1024,2026-02-10T15:38:47.516Z,6665.055,2.091054499,"{'1001110': 904, '1001010': 17, '1011110': 18, '1001100': 31, '1000000': 1, '1000100': 12, '0001110': 7, '0000000': 3, '0000100': 2, '1000110': 10, '1101110': 5, '1001111': 6, '0001010': 1, '1011010': 1, '0000010': 1, '0001100': 1, '1100100': 1, '0000110': 2, '1011100': 1}",Secret number: 1001110,"{'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q93': {'T1': 0.0002558562040375388, 'T2': 0.00018235746732416942, 'readout_error': 0.0028076171875}, 'q72': {'T1': 0.00027638302748742065, 'T2': 0.00045126305153520864, 'readout_error': 0.002197265625}, 'q79': {'T1': 0.00032079506723493243, 'T2': 0.00043084832668176633, 'readout_error': 0.0023193359375}, 'q55': {'T1': 0.00031918378274550774, 'T2': 0.00036779462753775566, 'readout_error': 0.0023193359375}, 'q12': {'T1': 0.00022450278854727006, 'T2': 0.0002341901341773684, 'readout_error': 0.0015869140625}, 'q74': {'T1': 0.0001429783348236107, 'T2': 0.0001981055372209431, 'readout_error': 0.002685546875}, 'q73': {'T1': 0.0003543131842778996, 'T2': 3.8607643095032445e-05, 'readout_error': 0.002685546875}}"
Bernstein-Vazirani,8,1024,2026-02-10T15:39:01.706Z,5270.390,2.315839053,"{'0011110': 926, '0001110': 32, '0001010': 7, '1011110': 24, '0011100': 14, '0011010': 6, '0111110': 1, '0010110': 4, '0000110': 2, '0000000': 4, '1001110': 1, '0001011': 1, '0000010': 1, '0010010': 1}",Secret number: 0011110,"{'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q72': {'T1': 0.00027638302748742065, 'T2': 0.00045126305153520864, 'readout_error': 0.002197265625}, 'q73': {'T1': 0.0003543131842778996, 'T2': 3.8607643095032445e-05, 'readout_error': 0.002685546875}, 'q74': {'T1': 0.0001429783348236107, 'T2': 0.0001981055372209431, 'readout_error': 0.002685546875}, 'q93': {'T1': 0.0002558562040375388, 'T2': 0.00018235746732416942, 'readout_error': 0.0028076171875}, 'q12': {'T1': 0.00022450278854727006, 'T2': 0.0002341901341773684, 'readout_error': 0.0015869140625}, 'q55': {'T1': 0.00031918378274550774, 'T2': 0.00036779462753775566, 'readout_error': 0.0023193359375}, 'q79': {'T1': 0.00032079506723493243, 'T2': 0.00043084832668176633, 'readout_error': 0.0023193359375}}"
Bernstein-Vazirani,8,1024,2026-02-10T15:39:13.826Z,4619.504,2.099211546,"{'1011111': 860, '1001111': 15, '1111111': 5, '0011111': 14, '0001111': 7, '1011101': 18, '0000111': 10, '1010101': 7, '0000100': 6, '0000001': 10, '0010111': 5, '1011011': 23, '0000101': 6, '1011110': 13, '0001101': 4, '0000000': 3, '1010111': 6, '0010001': 1, '1011000': 1, '1011001': 1, '0000010': 1, '1011010': 1, '0010101': 1, '0001011': 1, '1000111': 1, '1000101': 1, '0001001': 1, '0000110': 1, '0000011': 1}",Secret number: 1011111,"{'q98': {'T1': 0.00032373602171577553, 'T2': 0.00031753834219657535, 'readout_error': 0.00341796875}, 'q112': {'T1': 0.00031988513288904857, 'T2': 0.0003672802813560044, 'readout_error': 0.0015869140625}, 'q111': {'T1': 0.0002935138923834944, 'T2': 0.00031797956506942905, 'readout_error': 0.0042724609375}, 'q119': {'T1': 0.0002911306429058255, 'T2': 0.0003938079885786404, 'readout_error': 0.0028076171875}, 'q113': {'T1': 0.000449796774534051, 'T2': 0.0003859991104948635, 'readout_error': 0.0042724609375}, 'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q115': {'T1': 0.0003935871964858028, 'T2': 0.00039961307126167364, 'readout_error': 0.0028076171875}, 'q114': {'T1': 0.0003291754039385179, 'T2': 0.0004129809203181829, 'readout_error': 0.0025634765625}}"
Bernstein-Vazirani,8,1024,2026-02-10T15:39:26.653Z,5514.089,2.187006238,"{'0101010': 939, '0101000': 12, '0000000': 2, '0100010': 21, '0000010': 2, '0101110': 21, '0001010': 9, '1101010': 5, '0111010': 7, '0001000': 1, '0101111': 2, '0101011': 3}",Secret number: 0101010,"{'q12': {'T1': 0.00022450278854727006, 'T2': 0.0002341901341773684, 'readout_error': 0.0015869140625}, 'q72': {'T1': 0.00027638302748742065, 'T2': 0.00045126305153520864, 'readout_error': 0.002197265625}, 'q55': {'T1': 0.00031918378274550774, 'T2': 0.00036779462753775566, 'readout_error': 0.0023193359375}, 'q74': {'T1': 0.0001429783348236107, 'T2': 0.0001981055372209431, 'readout_error': 0.002685546875}, 'q143': {'T1': 0.00024098390633202812, 'T2': 0.0003403071653251344, 'readout_error': 0.001953125}, 'q79': {'T1': 0.00032079506723493243, 'T2': 0.00043084832668176633, 'readout_error': 0.0023193359375}, 'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q73': {'T1': 0.0003543131842778996, 'T2': 3.8607643095032445e-05, 'readout_error': 0.002685546875}}"
Bernstein-Vazirani,8,1024,2026-02-10T15:39:38.942Z,4789.765,,"{'0001100': 932, '0001110': 7, '0000100': 13, '0011100': 31, '0001000': 22, '0001101': 14, '1001100': 1, '0000000': 3, '0101100': 1}",Secret number: 0001100,"{'q143': {'T1': 0.00024098390633202812, 'T2': 0.0003403071653251344, 'readout_error': 0.001953125}, 'q12': {'T1': 0.00022450278854727006, 'T2': 0.0002341901341773684, 'readout_error': 0.0015869140625}, 'q79': {'T1': 0.00032079506723493243, 'T2': 0.00043084832668176633, 'readout_error': 0.0023193359375}, 'q72': {'T1': 0.00027638302748742065, 'T2': 0.00045126305153520864, 'readout_error': 0.002197265625}, 'q55': {'T1': 0.00031918378274550774, 'T2': 0.00036779462753775566, 'readout_error': 0.0023193359375}, 'q60': {'T1': 0.00029479108971257296, 'T2': 0.00048071281308794463, 'readout_error': 0.00244140625}, 'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q73': {'T1': 0.0003543131842778996, 'T2': 3.8607643095032445e-05, 'readout_error': 0.002685546875}}"
Bernstein-Vazirani,8,1024,2026-02-10T15:39:51.230Z,4930.351,2.187006238,"{'1000011': 915, '1000010': 15, '0000011': 21, '1000001': 17, '1000111': 22, '1000101': 4, '1001011': 15, '1010011': 5, '1100011': 5, '1000000': 1, '0000000': 1, '0000001': 1, '1010111': 1, '0000010': 1}",Secret number: 1000011,"{'q72': {'T1': 0.00027638302748742065, 'T2': 0.00045126305153520864, 'readout_error': 0.002197265625}, 'q74': {'T1': 0.0001429783348236107, 'T2': 0.0001981055372209431, 'readout_error': 0.002685546875}, 'q55': {'T1': 0.00031918378274550774, 'T2': 0.00036779462753775566, 'readout_error': 0.0023193359375}, 'q12': {'T1': 0.00022450278854727006, 'T2': 0.0002341901341773684, 'readout_error': 0.0015869140625}, 'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q143': {'T1': 0.00024098390633202812, 'T2': 0.0003403071653251344, 'readout_error': 0.001953125}, 'q79': {'T1': 0.00032079506723493243, 'T2': 0.00043084832668176633, 'readout_error': 0.0023193359375}, 'q73': {'T1': 0.0003543131842778996, 'T2': 3.8607643095032445e-05, 'readout_error': 0.002685546875}}"
Bernstein-Vazirani,8,1024,2026-02-10T15:40:04.035Z,5367.126,2.128069436,"{'0110000': 14, '0110010': 2, '0110001': 27, '1110001': 878, '1110000': 31, '1111001': 10, '1100001': 21, '1100011': 1, '1101001': 1, '1110011': 17, '1010001': 9, '0000001': 2, '1111011': 1, '1110101': 5, '0100001': 1, '0000000': 2, '1100101': 1, '0110011': 1}",Secret number: 1110001,"{'q93': {'T1': 0.0002558562040375388, 'T2': 0.00018235746732416942, 'readout_error': 0.0028076171875}, 'q55': {'T1': 0.00031918378274550774, 'T2': 0.00036779462753775566, 'readout_error': 0.0023193359375}, 'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q12': {'T1': 0.00022450278854727006, 'T2': 0.0002341901341773684, 'readout_error': 0.0015869140625}, 'q72': {'T1': 0.00027638302748742065, 'T2': 0.00045126305153520864, 'readout_error': 0.002197265625}, 'q74': {'T1': 0.0001429783348236107, 'T2': 0.0001981055372209431, 'readout_error': 0.002685546875}, 'q79': {'T1': 0.00032079506723493243, 'T2': 0.00043084832668176633, 'readout_error': 0.0023193359375}, 'q73': {'T1': 0.0003543131842778996, 'T2': 3.8607643095032445e-05, 'readout_error': 0.002685546875}}"
Bernstein-Vazirani,8,1024,2026-02-10T15:40:16.222Z,4842.315,,"{'0000011': 932, '1000011': 7, '0001011': 31, '0000010': 19, '0000000': 4, '0000001': 18, '0000111': 7, '0010011': 4, '1000001': 1, '0100011': 1}",Secret number: 0000011,"{'q72': {'T1': 0.00027638302748742065, 'T2': 0.00045126305153520864, 'readout_error': 0.002197265625}, 'q79': {'T1': 0.00032079506723493243, 'T2': 0.00043084832668176633, 'readout_error': 0.0023193359375}, 'q148': {'T1': 0.0003012158103518112, 'T2': 0.0004409056489114565, 'readout_error': 0.00146484375}, 'q55': {'T1': 0.00031918378274550774, 'T2': 0.00036779462753775566, 'readout_error': 0.0023193359375}, 'q12': {'T1': 0.00022450278854727006, 'T2': 0.0002341901341773684, 'readout_error': 0.0015869140625}, 'q60': {'T1': 0.00029479108971257296, 'T2': 0.00048071281308794463, 'readout_error': 0.00244140625}, 'q143': {'T1': 0.00024098390633202812, 'T2': 0.0003403071653251344, 'readout_error': 0.001953125}, 'q73': {'T1': 0.0003543131842778996, 'T2': 3.8607643095032445e-05, 'readout_error': 0.002685546875}}"

Time ended: 2026-02-10 10:40:23.759703
Time difference: 0 hours; 23 minutes; 36.559274 seconds
